course_basic_ID,course_sp_ID,course_name,department,semester,recommended_term,category,credit,beg_week,last_week,teacher,classroom,limits,prereq_ID
MARX0031122008,03,社会思潮研究,马克思主义学院,春季学期,2,学科基础课,4,1,14,徐楠欣,传播楼503,40,
MARX0031122010,01,马克思主义发展史实验,马克思主义学院,春季学期,2,专业必修课,2,3,12,郭佳明,法商楼112,30,
MARX0031142014,02,中国共产党历史案例研究,马克思主义学院,春季学期,4,专业必修课,3,5,10,朱悦璐,传播楼123,30,HIST0031122002
MARX0031142014,03,中国共产党历史案例研究,马克思主义学院,春季学期,4,专业必修课,3,5,10,刘悦璐,法商楼317,30,HIST0031122002
MARX0031162002,01,思想政治课程与教学论实验,马克思主义学院,春季学期,6,专业选修课,3,3,12,梁睿华,公管楼130,100,SOCI0031132001
MARX0031162007,02,毛泽东思想和中国特色社会主义理论体系概论实验,马克思主义学院,春季学期,6,专业必修课,3,1,14,郭佳明,公管楼229,100,HIST0031122002
MARX0031162007,03,毛泽东思想和中国特色社会主义理论体系概论实验,马克思主义学院,春季学期,6,专业必修课,3,1,14,高洋洁,传播楼413,110,HIST0031122002
MARX0031162007,04,毛泽东思想和中国特色社会主义理论体系概论实验,马克思主义学院,春季学期,6,专业必修课,3,1,14,徐宁悦,法商楼318,110,HIST0031122002
MARX0031162007,05,毛泽东思想和中国特色社会主义理论体系概论实验,马克思主义学院,春季学期,6,专业必修课,3,1,14,张明宇,传播楼120,100,HIST0031122002
CHIN0031122005,01,语文课程与教学论案例研究,中国语言文学系,春季学期,2,学科基础课,2,5,10,宋宇然,中文楼523,30,
CHIN0031122005,04,语文课程与教学论案例研究,中国语言文学系,春季学期,2,学科基础课,2,5,10,赵睿欣,外语楼405,30,
CHIN0031122019,01,中国现当代文学实践,中国语言文学系,春季学期,2,学科基础课,2,1,16,郭悦明,文史楼404,80,
CHIN0031122019,03,中国现当代文学实践,中国语言文学系,春季学期,2,学科基础课,2,1,16,何宁静,中文楼325,70,
CHIN0031122019,04,中国现当代文学实践,中国语言文学系,春季学期,2,学科基础课,2,1,16,刘欣敏,外语楼209,70,
CHIN0031122028,01,古代汉语课程设计,中国语言文学系,春季学期,2,专业必修课,2,1,14,周敏晨,外语楼425,100,
CHIN0031122028,02,古代汉语课程设计,中国语言文学系,春季学期,2,专业必修课,2,1,14,梁楠琪,文史楼320,90,
CHIN0031122028,03,古代汉语课程设计,中国语言文学系,春季学期,2,专业必修课,2,1,14,郭悦明,中文楼503,90,
CHIN0031122036,01,外国文学案例研究,中国语言文学系,春季学期,2,专业必修课,3,3,12,徐睿欣,外语楼110,30,
CHIN0031122036,02,外国文学案例研究,中国语言文学系,春季学期,2,专业必修课,3,3,12,刘悦明,人文楼428,50,
CHIN0031122036,03,外国文学案例研究,中国语言文学系,春季学期,2,专业必修课,3,3,12,张博悦,人文楼323,50,
CHIN0031142012,01,中国古代文学实验,中国语言文学系,春季学期,4,专业必修课,2,1,12,马昕琳,文史楼115,40,POLI0031132002
CHIN0031142012,02,中国古代文学实验,中国语言文学系,春季学期,4,专业必修课,2,1,12,郭欣敏,中文楼324,40,POLI0031132002
CHIN0031142012,03,中国古代文学实验,中国语言文学系,春季学期,4,专业必修课,2,1,12,孙磊宁,中文楼108,60,POLI0031132002
CHIN0031142017,01,中国文学批评史,中国语言文学系,春季学期,4,专业必修课,3,5,10,何博悦,人文楼211,55,CHIN0031122015;HIST0031122003
CHIN0031142017,02,中国文学批评史,中国语言文学系,春季学期,4,专业必修课,3,5,10,马璐磊,文史楼520,45,CHIN0031122015;HIST0031122003
CHIN0031142024,01,儿童文学课程设计,中国语言文学系,春季学期,4,专业必修课,2,1,14,杨峰杰,中文楼427,50,HIST0031132016
CHIN0031142024,02,儿童文学课程设计,中国语言文学系,春季学期,4,专业必修课,2,1,14,郑然峰,文史楼406,60,HIST0031132016
CHIN0031142024,03,儿童文学课程设计,中国语言文学系,春季学期,4,专业必修课,2,1,14,刘晨楠,外语楼314,70,HIST0031132016
CHIN0031142024,04,儿童文学课程设计,中国语言文学系,春季学期,4,专业必修课,2,1,14,徐洋佳,文史楼320,70,HIST0031132016
CHIN0031142025,01,中国现当代文学专题,中国语言文学系,春季学期,4,专业选修课,3,5,10,高楠琪,人文楼327,45,
CHIN0031142035,01,语言学概论实验,中国语言文学系,春季学期,4,专业选修课,1.5,1,12,刘晨楠,中文楼429,110,
CHIN0031142035,02,语言学概论实验,中国语言文学系,春季学期,4,专业选修课,1.5,1,12,高杰伟,文史楼101,100,
CHIN0031142037,01,现代汉语案例研究,中国语言文学系,春季学期,4,专业选修课,1,1,12,杨峰杰,中文楼519,100,CHIN0031122036
CHIN0031142037,02,现代汉语案例研究,中国语言文学系,春季学期,4,专业选修课,1,1,12,王楠琪,人文楼116,120,CHIN0031122036
CHIN0031142037,03,现代汉语案例研究,中国语言文学系,春季学期,4,专业选修课,1,1,12,陈洋佳,文史楼522,100,CHIN0031122036
CHIN0031162008,01,汉字学实验,中国语言文学系,春季学期,6,专业选修课,1.5,3,8,高昕琳,中文楼104,120,POLI0031152007
CHIN0031162008,02,汉字学实验,中国语言文学系,春季学期,6,专业选修课,1.5,3,8,林琪睿,人文楼329,110,POLI0031152007
CHIN0031162008,03,汉字学实验,中国语言文学系,春季学期,6,专业选修课,1.5,3,8,王洋佳,外语楼401,110,POLI0031152007
CHIN0031162020,01,文学概论,中国语言文学系,春季学期,6,专业选修课,2,1,14,郑芳宇,外语楼515,20,CHIN0031132016
CHIN0031182003,01,古代汉语案例研究,中国语言文学系,春季学期,8,专业选修课,1.5,3,8,何明华,人文楼320,90,POLI0031152007
CHIN0031182003,02,古代汉语案例研究,中国语言文学系,春季学期,8,专业选修课,1.5,3,8,李宇然,外语楼509,110,POLI0031152007
CHIN0031182004,01,中国现当代文学实验,中国语言文学系,春季学期,8,专业必修课,3,1,18,张芳宇,外语楼327,55,CHIN0031152002
CHIN0031182004,03,中国现当代文学实验,中国语言文学系,春季学期,8,专业必修课,3,1,18,罗华雯,中文楼313,35,CHIN0031152002
CHIN0031182032,01,语文课程与教学论实验,中国语言文学系,春季学期,8,专业选修课,2,5,10,林静昕,文史楼526,110,PHIL0031142003
AINT0031122006,01,智能规划实验,人工智能学院,春季学期,2,学科基础课,2,1,12,吴佳睿,理科楼126,50,
AINT0031122006,02,智能规划实验,人工智能学院,春季学期,2,学科基础课,2,1,12,胡洋晨,理科楼514,60,
AINT0031122006,03,智能规划实验,人工智能学院,春季学期,2,学科基础课,2,1,12,梁敏华,理科楼529,70,
AINT0031142005,01,生成式人工智能课程设计,人工智能学院,春季学期,4,专业必修课,2,3,12,罗悦然,实验楼122,120,COMS0031121004;COMS0031131013
AINT0031142008,01,强化学习实践,人工智能学院,春季学期,4,专业必修课,2,3,12,宋峰楠,信息楼519,100,COMS0031131013;COMS0031121009
AINT0031142008,02,强化学习实践,人工智能学院,春季学期,4,专业必修课,2,3,12,谢宇杰,综合楼502,80,COMS0031131013;COMS0031121009
AINT0031142011,01,强化学习专题,人工智能学院,春季学期,4,专业选修课,3,1,12,李洁敏,理科楼506,90,AINT0031132010
AINT0031142011,02,强化学习专题,人工智能学院,春季学期,4,专业选修课,3,1,12,刘琪博,综合楼310,80,AINT0031132010
AINT0031162002,01,机器学习,人工智能学院,春季学期,6,专业必修课,3.5,1,12,李悦然,信息楼111,110,COMS0031121004
AINT0031162002,02,机器学习,人工智能学院,春季学期,6,专业必修课,3.5,1,12,梁璐悦,理科楼105,100,COMS0031121004
AINT0031162014,01,AI安全与伦理课程设计,人工智能学院,春季学期,6,专业选修课,2.5,1,14,周宁佳,理科楼127,20,
AINT0031182012,01,AI安全与伦理专题,人工智能学院,春季学期,8,专业必修课,3.5,1,14,郑楠磊,信息楼329,90,
AINT0031182012,04,AI安全与伦理专题,人工智能学院,春季学期,8,专业必修课,3.5,1,14,陈明琪,信息楼210,80,
AINT0031182018,01,AI安全与伦理案例研究,人工智能学院,春季学期,8,专业选修课,2,1,14,郭伟璐,实验楼104,40,
AINT0031182022,01,模式识别案例研究,人工智能学院,春季学期,8,专业选修课,1.5,1,12,孙华明,综合楼506,70,AINT0031162019
COMS0031131042,03,人工智能,人工智能学院,春季学期,4,专业必修课,3,3,12,何杰宇,理科楼108,100,COMS0031121009;STAT0031121004
COMM0031122001,02,广告学实验,传播学院,春季学期,2,学科基础课,2,5,10,梁明晨,传播楼310,110,
COMM0031122001,03,广告学实验,传播学院,春季学期,2,学科基础课,2,5,10,陈雯悦,社科楼412,120,
COMM0031122001,04,广告学实验,传播学院,春季学期,2,学科基础课,2,5,10,朱华昕,法商楼209,120,
COMM0031122013,01,传播学概论实践,传播学院,春季学期,2,学科基础课,1.5,1,12,胡昕欣,传播楼322,90,
COMM0031122013,02,传播学概论实践,传播学院,春季学期,2,学科基础课,1.5,1,12,李佳璐,法商楼219,120,
COMM0031122013,03,传播学概论实践,传播学院,春季学期,2,学科基础课,1.5,1,12,刘华昕,传播楼407,90,
COMM0031122013,04,传播学概论实践,传播学院,春季学期,2,学科基础课,1.5,1,12,孙欣博,公管楼430,90,
COMM0031122024,01,广告学实践,传播学院,春季学期,2,学科基础课,2,1,14,王雯悦,法商楼522,45,
COMM0031122024,02,广告学实践,传播学院,春季学期,2,学科基础课,2,1,14,孙悦雯,公管楼519,45,
COMM0031122024,04,广告学实践,传播学院,春季学期,2,学科基础课,2,1,14,李欣博,公管楼411,45,
COMM0031122030,01,纪录片创作案例研究,传播学院,春季学期,2,学科基础课,2,1,12,郑洋静,公管楼212,100,
COMM0031122030,02,纪录片创作案例研究,传播学院,春季学期,2,学科基础课,2,1,12,何然琳,法商楼123,120,
COMM0031122030,03,纪录片创作案例研究,传播学院,春季学期,2,学科基础课,2,1,12,李磊楠,法商楼306,110,
COMM0031122030,04,纪录片创作案例研究,传播学院,春季学期,2,学科基础课,2,1,12,林佳璐,法商楼228,120,
COMM0031122030,05,纪录片创作案例研究,传播学院,春季学期,2,学科基础课,2,1,12,陈楠华,法商楼106,100,
COMM0031122030,06,纪录片创作案例研究,传播学院,春季学期,2,学科基础课,2,1,12,孙悦雯,传播楼411,90,
COMM0031142004,01,新媒体传播实验,传播学院,春季学期,4,专业选修课,1.5,5,8,梁明晨,公管楼226,50,COMM0031122001;SOCI0031112002
COMM0031142004,02,新媒体传播实验,传播学院,春季学期,4,专业选修课,1.5,5,8,谢华昕,传播楼214,60,COMM0031122001;SOCI0031112002
COMM0031142007,01,公共关系学实验,传播学院,春季学期,4,专业必修课,2.5,5,10,宋晨杰,公管楼330,45,
COMM0031142007,02,公共关系学实验,传播学院,春季学期,4,专业必修课,2.5,5,10,王宁峰,法商楼515,35,
COMM0031162006,01,网络舆情分析专题,传播学院,春季学期,6,专业选修课,2.5,9,8,林宇明,传播楼202,40,SOCI0031132001
COMM0031162006,02,网络舆情分析专题,传播学院,春季学期,6,专业选修课,2.5,9,8,郑杰洁,公管楼304,40,SOCI0031132001
COMM0031162008,01,影视作品分析课程设计,传播学院,春季学期,6,专业选修课,1,5,8,张然琳,传播楼104,45,POLI0031142001;COMM0031112002
COMM0031162008,02,影视作品分析课程设计,传播学院,春季学期,6,专业选修课,1,5,8,杨琪洋,传播楼410,45,POLI0031142001;COMM0031112002
COMM0031162012,01,数据新闻实践,传播学院,春季学期,6,专业选修课,2,9,8,黄琳芳,法商楼107,80,
COMM0031162012,02,数据新闻实践,传播学院,春季学期,6,专业选修课,2,9,8,杨宇明,法商楼207,80,
COMM0031182005,01,广播电视概论实践,传播学院,春季学期,8,专业必修课,2.5,1,12,高宁峰,公管楼215,90,POLI0031142001
COMM0031182005,02,广播电视概论实践,传播学院,春季学期,8,专业必修课,2.5,1,12,张璐琪,传播楼429,70,POLI0031142001
COMM0031182005,03,广播电视概论实践,传播学院,春季学期,8,专业必修课,2.5,1,12,王睿宇,传播楼319,80,POLI0031142001
COMM0031182011,01,广播电视概论专题,传播学院,春季学期,8,专业选修课,2.5,9,8,吴伟宁,公管楼201,40,
COMM0031182015,01,媒介经营管理案例研究,传播学院,春季学期,8,专业选修课,2,1,16,何芳伟,社科楼106,130,SOCI0031152010
SPRT0031122003,01,体操案例研究,体育与健康学院,春季学期,2,学科基础课,2,1,16,杨磊博,音乐楼511,70,
SPRT0031122003,03,体操案例研究,体育与健康学院,春季学期,2,学科基础课,2,1,16,张敏洁,音乐楼217,70,
SPRT0031122011,01,运动生理学实践,体育与健康学院,春季学期,2,学科基础课,2,1,14,黄洁然,美术楼515,40,
SPRT0031122011,02,运动生理学实践,体育与健康学院,春季学期,2,学科基础课,2,1,14,徐博琳,设计楼424,50,
SPRT0031122011,03,运动生理学实践,体育与健康学院,春季学期,2,学科基础课,2,1,14,徐明伟,美术楼418,30,
SPRT0031122018,01,排球实践,体育与健康学院,春季学期,2,学科基础课,1.5,1,10,梁芳佳,音乐楼103,45,
SPRT0031122018,02,排球实践,体育与健康学院,春季学期,2,学科基础课,1.5,1,10,赵芳佳,设计楼118,55,
SPRT0031122018,03,排球实践,体育与健康学院,春季学期,2,学科基础课,1.5,1,10,王明伟,设计楼224,55,
SPRT0031122018,04,排球实践,体育与健康学院,春季学期,2,学科基础课,1.5,1,10,马昕华,美术楼121,35,
SPRT0031122018,05,排球实践,体育与健康学院,春季学期,2,学科基础课,1.5,1,10,朱峰洋,设计楼422,65,
SPRT0031122019,03,运动解剖学实践,体育与健康学院,春季学期,2,学科基础课,2.5,1,14,赵然琪,美术楼428,20,
SPRT0031122019,04,运动解剖学实践,体育与健康学院,春季学期,2,学科基础课,2.5,1,14,林静楠,美术楼429,50,
SPRT0031142002,01,田径实践,体育与健康学院,春季学期,4,专业必修课,1.5,1,8,胡杰静,设计楼503,70,
SPRT0031142002,02,田径实践,体育与健康学院,春季学期,4,专业必修课,1.5,1,8,罗琪明,音乐楼322,80,
SPRT0031142004,01,学校体育学,体育与健康学院,春季学期,4,专业必修课,2,9,8,高雯峰,美术楼508,30,SPRT0031122003
SPRT0031142004,02,学校体育学,体育与健康学院,春季学期,4,专业必修课,2,9,8,孙磊博,音乐楼212,30,SPRT0031122003
SPRT0031142004,03,学校体育学,体育与健康学院,春季学期,4,专业必修课,2,9,8,吴峰洋,音乐楼419,20,SPRT0031122003
SPRT0031142004,04,学校体育学,体育与健康学院,春季学期,4,专业必修课,2,9,8,宋欣杰,设计楼215,30,SPRT0031122003
SPRT0031142004,05,学校体育学,体育与健康学院,春季学期,4,专业必修课,2,9,8,何芳佳,设计楼128,30,SPRT0031122003
SPRT0031162007,02,武术专题,体育与健康学院,春季学期,6,专业选修课,2,5,10,宋欣杰,美术楼109,110,SPRT0031142004
SPRT0031162013,01,体育心理学实践,体育与健康学院,春季学期,6,专业必修课,1.5,1,10,孙悦芳,设计楼208,80,SPRT0031132008;SPRT0031122003
SPRT0031162013,02,体育心理学实践,体育与健康学院,春季学期,6,专业必修课,1.5,1,10,吴伟敏,美术楼129,80,SPRT0031132008;SPRT0031122003
SPRT0031162013,03,体育心理学实践,体育与健康学院,春季学期,6,专业必修课,1.5,1,10,胡杰静,美术楼206,80,SPRT0031132008;SPRT0031122003
SPRT0031162013,04,体育心理学实践,体育与健康学院,春季学期,6,专业必修课,1.5,1,10,宋佳雯,美术楼517,100,SPRT0031132008;SPRT0031122003
SPRT0031162013,05,体育心理学实践,体育与健康学院,春季学期,6,专业必修课,1.5,1,10,罗琪明,音乐楼302,80,SPRT0031132008;SPRT0031122003
SPRT0031162023,01,学校体育学专题,体育与健康学院,春季学期,6,专业选修课,2,1,16,吴琪明,设计楼229,30,SPRT0031122019;SPRT0031142002
SPRT0031162023,02,学校体育学专题,体育与健康学院,春季学期,6,专业选修课,2,1,16,罗宇璐,音乐楼529,30,SPRT0031122019;SPRT0031142002
SPRT0031182001,02,体操实验,体育与健康学院,春季学期,8,专业选修课,2,9,8,马楠宇,美术楼422,100,
SPRT0031182001,03,体操实验,体育与健康学院,春季学期,8,专业选修课,2,9,8,何芳佳,设计楼326,110,
SPRT0031182016,01,体育课程与教学论案例研究,体育与健康学院,春季学期,8,专业必修课,3,1,18,王雯峰,音乐楼501,120,SPRT0031142004
LIBR0031122001,01,信息组织实验,信息管理系,春季学期,2,学科基础课,2,1,16,徐明磊,社科楼421,130,
LIBR0031122001,02,信息组织实验,信息管理系,春季学期,2,学科基础课,2,1,16,胡昕静,传播楼326,120,
LIBR0031122001,03,信息组织实验,信息管理系,春季学期,2,学科基础课,2,1,16,高睿峰,社科楼511,110,
LIBR0031122001,04,信息组织实验,信息管理系,春季学期,2,学科基础课,2,1,16,陈睿峰,传播楼404,110,
LIBR0031142006,01,信息用户研究,信息管理系,春季学期,4,专业必修课,2,3,12,高宁晨,传播楼407,100,LIBR0031132002;LIBR0031122001
LIBR0031142006,02,信息用户研究,信息管理系,春季学期,4,专业必修课,2,3,12,宋悦杰,传播楼211,90,LIBR0031132002;LIBR0031122001
LIBR0031142006,03,信息用户研究,信息管理系,春季学期,4,专业必修课,2,3,12,赵明磊,社科楼503,90,LIBR0031132002;LIBR0031122001
LIBR0031142006,04,信息用户研究,信息管理系,春季学期,4,专业必修课,2,3,12,郭晨芳,法商楼513,120,LIBR0031132002;LIBR0031122001
LIBR0031162005,01,信息检索语言案例研究,信息管理系,春季学期,6,专业选修课,1,1,10,罗宇楠,法商楼306,40,
LIBR0031162011,01,知识服务实验,信息管理系,春季学期,6,专业选修课,2.5,1,16,马楠悦,法商楼204,60,LIBR0031152008
LIBR0031162011,02,知识服务实验,信息管理系,春季学期,6,专业选修课,2.5,1,16,张然佳,公管楼525,60,LIBR0031152008
LIBR0031162014,01,学术出版与传播实验,信息管理系,春季学期,6,专业必修课,2.5,5,10,周洋华,公管楼228,120,LIBR0031152008
LIBR0031162014,02,学术出版与传播实验,信息管理系,春季学期,6,专业必修课,2.5,5,10,高雯宇,公管楼420,120,LIBR0031152008
LIBR0031162014,04,学术出版与传播实验,信息管理系,春季学期,6,专业必修课,2.5,5,10,王明磊,法商楼418,110,LIBR0031152008
LIBR0031162019,01,信息政策与法规课程设计,信息管理系,春季学期,6,专业选修课,2,3,12,朱洁昕,传播楼405,130,
LIBR0031162019,02,信息政策与法规课程设计,信息管理系,春季学期,6,专业选修课,2,3,12,林静明,传播楼330,140,
PUBA0031122004,01,公共部门人力资源管理,公共管理学院,春季学期,2,专业必修课,3,5,10,何璐峰,法商楼323,120,
PUBA0031122015,01,社会保障概论实践,公共管理学院,春季学期,2,学科基础课,2,1,12,朱琪杰,社科楼527,30,
PUBA0031122015,02,社会保障概论实践,公共管理学院,春季学期,2,学科基础课,2,1,12,王宁洁,传播楼202,30,
PUBA0031122015,03,社会保障概论实践,公共管理学院,春季学期,2,学科基础课,2,1,12,黄洁楠,传播楼211,40,
PUBA0031122015,04,社会保障概论实践,公共管理学院,春季学期,2,学科基础课,2,1,12,孙欣宁,传播楼121,50,
PUBA0031122019,03,公共经济学专题,公共管理学院,春季学期,2,学科基础课,3,1,16,谢宇睿,法商楼307,120,
PUBA0031122019,04,公共经济学专题,公共管理学院,春季学期,2,学科基础课,3,1,16,徐明欣,法商楼504,140,
PUBA0031162007,01,公共管理学实验,公共管理学院,春季学期,6,专业选修课,2,3,12,杨欣宁,传播楼422,50,PUBA0031122001
PUBA0031162011,01,公共管理学专题,公共管理学院,春季学期,6,专业必修课,2,3,12,孙琳明,法商楼127,90,PUBA0031112009
PUBA0031162011,02,公共管理学专题,公共管理学院,春季学期,6,专业必修课,2,3,12,王明欣,社科楼419,110,PUBA0031112009
PUBA0031162011,03,公共管理学专题,公共管理学院,春季学期,6,专业必修课,2,3,12,谢宇睿,公管楼318,110,PUBA0031112009
PUBA0031162013,01,城市管理实验,公共管理学院,春季学期,6,专业必修课,2,5,10,胡洋伟,公管楼306,100,PUBA0031112003
PUBA0031162013,02,城市管理实验,公共管理学院,春季学期,6,专业必修课,2,5,10,高睿琪,社科楼412,90,PUBA0031112003
PUBA0031162013,03,城市管理实验,公共管理学院,春季学期,6,专业必修课,2,5,10,马楠琳,社科楼110,70,PUBA0031112003
PUBA0031162013,04,城市管理实验,公共管理学院,春季学期,6,专业必修课,2,5,10,黄华璐,法商楼207,90,PUBA0031112003
CHEM0031142021,01,有机化学案例研究,化学与分子工程学院,春季学期,4,专业选修课,1.5,1,12,胡璐欣,理科楼327,60,CHEM0031132018
CHEM0031142021,02,有机化学案例研究,化学与分子工程学院,春季学期,4,专业选修课,1.5,1,12,赵明伟,理科楼124,70,CHEM0031132018
CHEM0031142022,01,材料化学实践,化学与分子工程学院,春季学期,4,专业必修课,2,1,12,郑杰静,综合楼208,50,CHEM0031132006;CHEM0031122003
CHEM0031142022,02,材料化学实践,化学与分子工程学院,春季学期,4,专业必修课,2,1,12,谢伟敏,理科楼114,50,CHEM0031132006;CHEM0031122003
CHEM0031142022,03,材料化学实践,化学与分子工程学院,春季学期,4,专业必修课,2,1,12,罗静楠,信息楼315,20,CHEM0031132006;CHEM0031122003
CHEM0031142029,01,食品化学实验,化学与分子工程学院,春季学期,4,专业选修课,2.5,1,16,孙佳雯,实验楼404,70,CHEM0031132002
CHEM0031142029,02,食品化学实验,化学与分子工程学院,春季学期,4,专业选修课,2.5,1,16,吴峰洋,综合楼504,50,CHEM0031132002
CHEM0031162007,01,结构化学实践,化学与分子工程学院,春季学期,6,专业必修课,2.5,1,16,徐博琳,理科楼412,80,
CHEM0031162017,01,化学实验基础案例研究,化学与分子工程学院,春季学期,6,专业选修课,1.5,1,12,郭悦芳,综合楼115,100,CHEM0031142011
CHEM0031182009,01,无机化学专题,化学与分子工程学院,春季学期,8,专业选修课,1.5,1,10,周昕华,综合楼126,65,CHEM0031122003;CHEM0031132002
CHEM0031182009,02,无机化学专题,化学与分子工程学院,春季学期,8,专业选修课,1.5,1,10,王明伟,综合楼323,45,CHEM0031122003;CHEM0031132002
CHEM0031182009,03,无机化学专题,化学与分子工程学院,春季学期,8,专业选修课,1.5,1,10,罗静楠,综合楼516,45,CHEM0031122003;CHEM0031132002
CHEM0031182020,01,分析化学实践,化学与分子工程学院,春季学期,8,专业选修课,2.5,9,8,李宇璐,综合楼311,80,CHEM0031132006
CHEM0031182020,02,分析化学实践,化学与分子工程学院,春季学期,8,专业选修课,2.5,9,8,郑杰静,信息楼309,80,CHEM0031132006
CHEM0031182023,02,材料化学,化学与分子工程学院,春季学期,8,专业必修课,3.5,1,14,徐博琳,综合楼203,50,
HIST0031122002,01,历史文献学,历史学系,春季学期,2,学科基础课,2,1,14,高芳晨,文史楼114,30,
HIST0031122002,02,历史文献学,历史学系,春季学期,2,学科基础课,2,1,14,周明宇,人文楼203,60,
HIST0031122002,03,历史文献学,历史学系,春季学期,2,学科基础课,2,1,14,胡楠欣,中文楼403,60,
HIST0031122002,05,历史文献学,历史学系,春季学期,2,学科基础课,2,1,14,张洋洁,文史楼428,40,
HIST0031122017,02,历史文献学实验,历史学系,春季学期,2,学科基础课,2,1,14,高璐琳,外语楼211,80,
HIST0031122017,03,历史文献学实验,历史学系,春季学期,2,学科基础课,2,1,14,朱静宁,人文楼125,60,
HIST0031122017,06,历史文献学实验,历史学系,春季学期,2,学科基础课,2,1,14,赵杰佳,中文楼429,60,
HIST0031122019,03,世界古代史,历史学系,春季学期,2,学科基础课,3,1,14,周博峰,文史楼425,50,
HIST0031122031,04,世界近现代史课程设计,历史学系,春季学期,2,专业必修课,3,1,12,吴晨博,中文楼421,30,
HIST0031142005,01,历史课程与教学论案例研究,历史学系,春季学期,4,专业选修课,1,3,8,谢磊敏,人文楼420,50,SOCI0031112002
HIST0031142005,02,历史课程与教学论案例研究,历史学系,春季学期,4,专业选修课,1,3,8,徐杰佳,人文楼303,60,SOCI0031112002
HIST0031142008,01,考古学通论实践,历史学系,春季学期,4,专业选修课,2,9,8,罗琳雯,外语楼116,100,
HIST0031142020,01,中国近现代史案例研究,历史学系,春季学期,4,专业选修课,1,3,8,徐敏伟,外语楼312,90,CHIN0031122005
HIST0031142020,02,中国近现代史案例研究,历史学系,春季学期,4,专业选修课,1,3,8,马明宇,人文楼407,80,CHIN0031122005
HIST0031142020,03,中国近现代史案例研究,历史学系,春季学期,4,专业选修课,1,3,8,高然磊,外语楼505,100,CHIN0031122005
HIST0031142021,01,口述史方法专题,历史学系,春季学期,4,专业必修课,3,5,10,刘静宁,外语楼417,40,HIST0031132016
HIST0031142021,03,口述史方法专题,历史学系,春季学期,4,专业必修课,3,5,10,罗琳雯,人文楼122,30,HIST0031132016
HIST0031162010,02,区域社会史专题,历史学系,春季学期,6,专业必修课,3.5,1,16,李洁杰,外语楼109,50,POLI0031152003;POLI0031132004
HIST0031162027,01,区域社会史课程设计,历史学系,春季学期,6,专业选修课,1,1,12,陈博峰,中文楼424,45,POLI0031122016
HIST0031162027,02,区域社会史课程设计,历史学系,春季学期,6,专业选修课,1,1,12,林华芳,外语楼203,45,POLI0031122016
CLAS0031122015,01,西方古典艺术实践,古典文明研究中心,春季学期,2,学科基础课,1.5,9,8,林欣宁,人文楼403,30,
CLAS0031122015,02,西方古典艺术实践,古典文明研究中心,春季学期,2,学科基础课,1.5,9,8,陈宁洁,文史楼126,30,
CLAS0031122015,03,西方古典艺术实践,古典文明研究中心,春季学期,2,学科基础课,1.5,9,8,杨磊昕,文史楼105,30,
CLAS0031122015,04,西方古典艺术实践,古典文明研究中心,春季学期,2,学科基础课,1.5,9,8,林欣宁,中文楼425,30,
CLAS0031122015,05,西方古典艺术实践,古典文明研究中心,春季学期,2,学科基础课,1.5,9,8,周楠琳,人文楼416,40,
CLAS0031122016,01,古代地中海史,古典文明研究中心,春季学期,2,学科基础课,3,1,12,吴宇睿,文史楼513,40,
CLAS0031122016,02,古代地中海史,古典文明研究中心,春季学期,2,学科基础课,3,1,12,刘琪杰,人文楼506,60,
CLAS0031122016,03,古代地中海史,古典文明研究中心,春季学期,2,学科基础课,3,1,12,谢静芳,文史楼519,60,
CLAS0031122016,05,古代地中海史,古典文明研究中心,春季学期,2,学科基础课,3,1,12,朱琪杰,人文楼318,50,
CLAS0031142002,01,文明比较研究专题,古典文明研究中心,春季学期,4,专业选修课,1.5,1,8,杨欣宁,中文楼513,80,
CLAS0031142004,01,拉丁语基础,古典文明研究中心,春季学期,4,专业必修课,2,9,8,胡楠琳,外语楼217,120,
CLAS0031142004,03,拉丁语基础,古典文明研究中心,春季学期,4,专业必修课,2,9,8,高博静,中文楼123,120,
CLAS0031142007,01,古代地中海史专题,古典文明研究中心,春季学期,4,专业必修课,2,3,12,刘伟雯,中文楼524,70,CLAS0031132006
CLAS0031142007,02,古代地中海史专题,古典文明研究中心,春季学期,4,专业必修课,2,3,12,何敏宇,文史楼403,80,CLAS0031132006
CLAS0031142007,03,古代地中海史专题,古典文明研究中心,春季学期,4,专业必修课,2,3,12,王明欣,中文楼319,100,CLAS0031132006
CLAS0031142010,02,希腊语基础课程设计,古典文明研究中心,春季学期,4,专业必修课,3,1,12,王然悦,文史楼120,100,CLAS0031132006
CLAS0031142010,03,希腊语基础课程设计,古典文明研究中心,春季学期,4,专业必修课,3,1,12,郑楠琳,中文楼402,90,CLAS0031132006
CLAS0031162018,01,神话与史诗课程设计,古典文明研究中心,春季学期,6,专业选修课,2,3,12,高博静,外语楼205,45,CLAS0031122015
CLAS0031162022,01,文明比较研究实验,古典文明研究中心,春季学期,6,专业必修课,3,1,12,王芳华,外语楼515,20,CLAS0031132006
CLAS0031162027,02,文明比较研究,古典文明研究中心,春季学期,6,专业选修课,2,3,12,陈睿琪,中文楼319,20,CLAS0031122015;CLAS0031132017
CLAS0031182005,01,古代地中海史实验,古典文明研究中心,春季学期,8,专业选修课,2.5,1,14,赵然悦,中文楼102,30,CLAS0031142004
